020101  2+ 3- 2+ 1+  1+ 1o 3- 2-   15+      8 0.4
020102  2o 1- 1o 2o  3- 3- 2+ 2o   15+      8 0.4
020103  1o 1- 1- 1-  0+ 1- 0o 0o    4o Q1   2 0.0
020104  1- 1o 0+ 1-  1- 1- 1- 1-    5+ Q4   3 0.1
020105  1o 1+ 0+ 0+  0+ 0+ 0+ 0o    4o Q2   2 0.0
020106  0+ 0o 0o 0o  1o 1+ 0+ 1o    4o Q5   2 0.0
020107  0o 1+ 1+ 2+  1+ 3- 3- 2o   14-      7 0.3
020108  3o 3o 4- 2-  3o 2- 1o 0+   17+     11 0.6
020109  0o 0o 0o 0+  1- 2- 1+ 1-    5- Q6   2 0.0
020110  1+ 2- 2+ 2+  4o 5o 4o 3+   24o D2* 19 1.0
020111  4+ 5o 4+ 4-  3+ 4+ 3+ 3o   31+ D1  27 1.2
020112  4- 3+ 4- 4-  3- 4- 3o 1+   25o D3* 17 0.9
020113  2+ 3- 3o 3+  3o 2+ 2o 3+   22o D5* 13 0.7
020114  3- 2+ 2- 1+  2+ 2o 2- 2o   16o      8 0.4
020115  1+ 2- 2o 2+  2o 2o 1+ 2o   15-      7 0.3
020116  1+ 1o 2o 1-  1- 1- 1- 0o    7o Q7   4 0.1
020117  3- 2+ 1+ 2+  2o 3- 1+ 2+   17o      8 0.5
020118  3o 2o 1- 1+  1o 1+ 0+ 0o   10-      5 0.2
020119  0o 1o 2- 3o  4- 4o 3+ 4-   20+ D4* 14 0.8
020120  4- 3o 2- 2-  2- 2o 2o 2+   18o     10 0.5
020121  4- 3o 2o 2o  2+ 3- 3- 2o   20+     11 0.7
020122  1o 1+ 2o 2-  2o 2- 1+ 2-   13- Q0   6 0.3
020123  3- 1+ 2- 2o  2- 2o 3o 2+   17-      8 0.5
020124  2- 3o 0o 0+  0+ 1o 0+ 0+    7o Q9K  4 0.1
020125  1o 1- 1o 2-  3o 4- 4- 2o   17-     10 0.6
020126  3o 2+ 2o 2o  1+ 2o 2o 1o   16-      8 0.4
020127  3o 2+ 2- 2o  2o 2- 1+ 2-   16-      8 0.4
020128  2+ 1o 1o 2+  3- 2o 2- 2o   15o      7 0.4
020129  2o 2o 1o 2-  1- 1- 0+ 1-    9o Q8   4 0.2
020130  1- 0o 0+ 0+  1- 1- 1o 1o    5- Q3   3 0.0
020131  2+ 2- 0+ 0+  0+ 1o 1o 4-   11-      6 0.3
020201  4+ 3+ 2o 2+  4- 3- 1+ 2o   22-     14 0.8
020202  3+ 4o 5- 3+  4- 3o 1+ 2+   26- D4* 19 1.0
020203  2o 2- 1- 1o  1+ 2- 0+ 0+    9o Q4   4 0.2
020204  0+ 2o 0+ 1-  1+ 2o 2o 3-   11+ Q8   6 0.3
020205  4o 3o 2o 2+  3+ 3+ 5o 5-   28- D3  23 1.1
020206  4o 4- 5- 4-  4- 3o 3+ 2+   28+ D2  22 1.1
020207  3- 3+ 3+ 3+  4- 2o 2- 3+   23+ D5* 15 0.8
020208  3+ 2o 2- 3-  3o 3o 2+ 2+   20+     11 0.7
020209  3- 3o 2+ 2+  2- 1+ 3- 4-   20-     11 0.6
020210  3o 3o 3- 2-  2+ 1+ 1o 2-   17-      9 0.5
020211  3o 2+ 2+ 3+  3+ 3o 3- 3-   23-     14 0.8
020212  3+ 2+ 2+ 1+  1+ 1+ 1o 3+   16+      9 0.5
020213  2+ 2o 3o 3+  3o 4- 1+ 1o   20-     12 0.7
020214  0o 0+ 2- 1-  1- 1- 0+ 0+    5- Q1   3 0.0
020215  0o 0+ 1o 0+  1- 2- 2- 1o    7- Q2   3 0.1
020216  1o 1o 1- 1o  1+ 2+ 1o 1+   10- Q5   5 0.2
020217  3- 3+ 4o 2+  2+ 2o 1o 2o   20-     12 0.7
020218  1o 2o 2o 1+  2- 3- 4- 4-   18o     11 0.6
020219  3o 1o 2- 1-  1- 1o 2o 1+   11+ Q9K  6 0.3
020220  2- 1- 2o 2-  3- 2+ 2o 3-   16-      8 0.4
020221  1+ 2o 2+ 2-  2o 2- 2o 3o   16o      8 0.4
020222  2o 3o 1o 1o  2- 1o 3o 2o   15-      8 0.4
020223  2+ 1+ 1o 1-  1o 1- 0o 1o    8o Q3   4 0.1
020224  2- 1+ 1o 2-  2o 1o 1+ 1+   11+ Q6   5 0.2
020225  2o 0o 1+ 2-  2+ 2- 2o 2+   13+ Q0   6 0.3
020226  2- 2o 2o 2o  2- 2- 2+ 3-   16o      8 0.4
020227  3- 1- 1o 1+  2- 1o 1o 2-   11o Q7   6 0.2
020228  2- 4o 3o 3o  3+ 3o 4o 6o   28o D1  25 1.2
020301  5- 3+ 2- 1+  2- 1- 1- 0+   14+     10 0.6
020302  1+ 1+ 1+ 1+  1+ 2+ 2- 1o   12-      6 0.2
020303  2- 1+ 2+ 2+  3o 2o 3o 4-   19+     11 0.6
020304  3o 2o 2o 2-  2o 3o 3- 3-   19o     10 0.6
020305  4+ 4+ 3o 3+  3o 4o 3+ 3-   28o D2  21 1.1
020306  2o 3+ 4- 3o  3+ 4- 4o 2+   25+     17 0.9
020307  2- 2o 2+ 3o  3o 1+ 1o 3-   17o      9 0.5
020308  1o 1+ 2+ 2+  1- 0+ 0+ 0o    8+ Q6   4 0.1
020309  0+ 0o 1- 1+  2o 3- 2- 1-    9+ Q8   5 0.2
020310  0o 1o 1o 3+  3o 1+ 1+ 3+   14+      9 0.5
020311  3- 4o 2- 2o  2o 2o 2o 1+   18-     10 0.5
020312  2+ 2- 3o 3o  2+ 3- 2+ 3-   20o     11 0.6
020313  2o 1- 2o 1+  2+ 1o 1- 0o   10o Q0   5 0.2
020314  0+ 0+ 0+ 1-  1o 1o 1- 0+    5- Q3   3 0.0
020315  0o 0+ 1+ 1-  0+ 1+ 2+ 3-    9o Q9   5 0.2
020316  1o 0+ 1- 1o  1+ 1+ 1- 0o    6+ Q4   3 0.1
020317  0o 0o 0o 0+  1- 0+ 1o 1-    3o Q1   2 0.0
020318  2o 1- 1- 1+  5o 3+ 3o 3o   19o     14 0.8
020319  5o 5+ 3+ 2o  1o 1o 2- 2o   21+ D5* 19 1.0
020320  1o 0+ 0+ 0+  3o 4+ 3- 1+   13+      9 0.5
020321  2o 1+ 3- 2-  1+ 1+ 2+ 2-   14+      7 0.3
020322  3- 3o 2o 2o  1- 1- 0+ 0+   12-      6 0.3
020323  0o 0o 1- 3o  4- 4- 3+ 4o   18+     13 0.8
020324  5o 6o 6o 5-  4o 5o 3+ 3+   37+ D1  45 1.5
020325  2+ 2o 1- 1-  2o 3o 2o 1o   14-      7 0.3
020326  2+ 2+ 3- 3+  3o 2- 2o 3o   20+     11 0.7
020327  1- 1+ 2- 0+  1- 1- 1o 1-    7o Q5   4 0.1
020328  0+ 1- 0o 1-  1o 1- 1- 0+    4+ Q2   2 0.0
020329  0o 0o 0+ 1o  1o 1o 1+ 3+    8o Q7K  5 0.2
020330  2o 4o 4o 3+  4+ 3+ 3+ 3-   27o D4  20 1.0
020331  2+ 4o 4o 4-  3o 3+ 4o 3o   27+ D3  20 1.0
020401  3+ 4- 4+ 3+  4- 3o 3o 1+   26-     18 1.0
020402  2o 4o 4+ 4-  2o 1+ 2o 1+   21-     14 0.8
020403  3+ 4o 4- 3o  2o 2o 2+ 2o   22+     14 0.8
020404  2- 2o 2- 2-  2o 1- 1- 1-   11o Q7   5 0.2
020405  1o 1+ 0+ 0+  1o 0+ 1+ 0+    6o Q4   3 0.1
020406  1o 1+ 0+ 1o  1o 1o 1o 1o    8- Q6   4 0.1
020407  2- 1+ 2o 2+  3o 2+ 1- 1-   14o      7 0.4
020408  0o 0o 1- 1-  1- 0+ 1- 0+    3+ Q1   2 0.0
020409  1- 1o 1o 0+  1o 1- 0+ 1-    6- Q2   3 0.1
020410  0o 1- 1o 1+  3- 2+ 1+ 1+   11- Q9   5 0.2
020411  2+ 1+ 3+ 4o  3+ 3+ 2+ 3+   23+     15 0.9
020412  4+ 3- 2+ 3-  4- 3- 3- 3o   24o     16 0.9
020413  3o 3+ 3- 3+  3+ 4- 3o 3+   26-     17 0.9
020414  3+ 3+ 1o 1o  4+ 4- 1+ 0+   18+     13 0.8
020415  2o 1o 0+ 0+  2- 2o 2o 2+   12- Q0   6 0.2
020416  2o 3- 3- 1-  1+ 1- 2- 1+   13o      7 0.3
020417  3o 3o 3- 6o  7- 7+ 6+ 3o   38o D3  62 1.7
020418  7o 7- 6- 6-  4+ 5- 4o 4+   42+ D2  63 1.7
020419  4- 4- 4+ 6o  6o 6+ 7- 5+   42o D4  62 1.7
020420  7o 7+ 6- 4+  5o 6o 5- 3-   43- D1  70 1.8
020421  2+ 2- 1o 1-  1o 1- 1+ 2+   11o Q8   5 0.2
020422  3- 4o 2- 2-  2+ 3o 2o 1o   18+     11 0.6
020423  1o 5- 6o 3+  3+ 4+ 2+ 3+   28+ D5  27 1.2
020424  3+ 2- 1+ 2-  1+ 2o 1+ 2o   15-      7 0.4
020425  2o 1- 0o 0+  1- 1- 1o 0o    5+ Q5   3 0.0
020426  1- 0+ 0+ 0+  0+ 1o 1+ 1+    6- Q3   3 0.1
020427  1+ 1+ 1o 2+  3o 3- 3+ 3o   18o     10 0.6
020428  4- 5- 4o 3+  3+ 3+ 2+ 2o   27-     20 1.0
020429  2o 1o 1+ 3-  3o 3- 2o 2+   17o      9 0.5
020430  2o 2o 1+ 2o  3- 2o 2- 0+   14o      7 0.3
020501  1o 1+ 1o 1o  1o 0+ 1- 1-    7o      4 0.1
020502  2- 1+ 0+ 1-  2+ 2+ 1- 1-   10o      5 0.2
020503  1+ 2o 1+ 1-  1+ 1+ 2- 1-   10+      5 0.2
020504  1- 2- 2o 1-  1- 1o 2- 1o    9+      4 0.2
020505  1- 0+ 0+ 1o  1- 0+ 1- 1+    5+      3 0.1
020506  0+ 1- 1- 1o  2- 3- 2o 3-   12-      6 0.3
020507  2+ 1+ 1o 1o  2o 2+ 3- 3o   16-      8 0.4
020508  3o 3- 2+ 1+  1+ 2- 2- 2-   16-      8 0.4
020509  3- 1o 2o 2+  2- 0+ 1- 1o   12-      6 0.3
020510  2o 2- 3o 4-  2+ 3o 3+ 4o   23o     15 0.8
020511  1o 1- 2o 6-  7- 7- 5+ 4+   32+     49 1.6
020512  5- 3o 4- 2o  3- 2+ 2o 2+   23-     15 0.8
020513  4- 3- 1o 1+  2+ 1+ 1o 1o   14+      8 0.4
020514  4- 5- 4+ 4-  4- 4o 5o 4-   33-     29 1.3
020515  4- 3+ 2+ 2+  2- 2+ 3- 2o   20+     12 0.7
020516  2- 2o 2- 2o  2- 1+ 2o 2+   15-      7 0.3
020517  1o 0+ 1+ 1o  2+ 1+ 2- 1+   10+ Q8   5 0.2
020518  1+ 1o 1o 1o  1+ 1o 5+ 4+   16+     14 0.8
020519  3+ 4o 4o 1o  1- 0+ 0+ 1-   14+     11 0.6
020520  1- 3- 2o 3+  2o 2+ 3+ 2o   18+     10 0.6
020521  3+ 1o 3+ 1o  2- 1- 1+ 4-   16o     10 0.6
020522  2- 1+ 2- 3-  2+ 2o 2+ 2-   16-      8 0.4
020523  3- 3- 2o 7-  8- 8+ 5o 3+   38+ D1  78 1.8
020524  1- 0+ 0+ 0+  0+ 0o 0+ 1-    3o Q1   2 0.0
020525  1- 0+ 0+ 0+  1+ 2o 1+ 1o    7+ Q5   4 0.1
020526  1+ 1o 1+ 1+  1+ 2+ 2- 3o   13+      7 0.3
020527  3+ 2+ 5- 4-  4o 5- 2+ 3-   28- D4  22 1.1
020528  2+ 3- 3- 1+  2+ 2+ 2+ 2o   18o      9 0.5
020529  3o 2- 2- 1o  3- 1o 1o 1o   13o      7 0.3
020530  2- 1+ 2o 1+  2o 2- 1o 1+   12+ Q0   6 0.3
020531  1+ 1o 0+ 1-  1- 1- 1- 1-    6o Q3   3 0.1
020601  0o 0+ 1- 1-  0+ 1o 1+ 2+    7- Q4   4 0.1
020602  4o 3+ 2o 2+  3- 3o 3+ 4-   24+ D1* 16 0.9
020603  3o 3+ 2+ 1o  2- 1o 3- 2+   17+     10 0.5
020604  3+ 3o 4o 3-  3- 2+ 2- 2o   22- D3* 13 0.8
020605  3o 2+ 1+ 1-  1+ 1o 1+ 1+   12+      6 0.3
020606  2- 1+ 1+ 1o  0+ 1o 1o 1+    9o Q6   4 0.2
020607  1+ 1o 1o 1o  1o 1o 1+ 2+   10o Q8   5 0.2
020608  1- 1o 1o 2o  4o 4- 4- 4-   20- D4* 14 0.8
020609  3- 3- 2o 2-  1+ 2- 3- 2o   17-      8 0.5
020610  2- 2o 3+ 3-  3+ 4- 3o 3-   22+ D2* 14 0.8
020611  2+ 2- 2+ 2+  2- 2o 2+ 2o   17-      8 0.4
020612  3- 2- 1- 2-  2- 1+ 1+ 2o   13o      6 0.3
020613  1+ 2+ 2- 1+  2- 2+ 3- 1+   15-      7 0.4
020614  2- 1- 1o 1-  1o 1o 1o 1o    8o Q3   4 0.1
020615  1o 1- 1- 1-  1- 0+ 1o 2+    7+ Q5   4 0.1
020616  2o 2- 3- 2-  3- 1o 1+ 2o   15o      7 0.4
020617  2+ 1+ 1+ 1o  1- 1o 1- 1-    9o Q7   4 0.2
020618  1- 1- 1- 2+  3+ 3o 3+ 3-   17-     10 0.6
020619  4- 3- 2+ 3-  1+ 2+ 2o 3o   20o     11 0.7
020620  2o 2o 2o 2-  1o 1- 1o 1-   11o      5 0.2
020621  2- 2+ 1o 1+  2+ 2o 2+ 1+   14+      7 0.3
020622  1o 1- 1- 1+  1+ 2o 2o 3-   12-      6 0.3
020623  2- 2+ 3o 3o  2+ 1+ 2o 2o   18-      9 0.5
020624  2- 2- 1+ 1+  1o 2o 1+ 1-   11o Q9   5 0.2
020625  2o 1+ 1o 2-  3+ 1+ 2- 3-   15o      8 0.4
020626  3- 1o 0+ 0+  2- 2+ 1o 1o   10+      5 0.2
020627  1o 0+ 0+ 0+  0+ 0+ 1o 0o    4- Q2   2 0.0
020628  0+ 0+ 0+ 0+  1- 1o 1- 0+    4o Q1   2 0.0
020629  1o 1- 0+ 1+  1o 1+ 2+ 2+   10+ Q0   5 0.2
020630  2+ 3- 3o 3-  3- 2+ 2+ 3+   21+ D5* 12 0.7
020701  3o 3+ 2o 3o  4- 3o 3- 1o   22-     14 0.8
020702  2+ 1o 1+ 1-  0+ 1- 2- 1+    9+ Q4   5 0.2
020703  1- 1- 1- 1o  1+ 1- 2- 1-    7+ Q2   4 0.1
020704  1+ 1- 1- 0+  1- 0+ 1+ 3o    8+ Q5K  5 0.2
020705  2o 1+ 2+ 2o  2+ 3- 4o 3+   20o     12 0.7
020706  4o 4+ 3+ 4o  3+ 4- 3+ 3o   29o D1  22 1.1
020707  3+ 1+ 2- 1+  2o 2+ 2+ 1o   15+      8 0.4
020708  2o 1+ 1o 2-  2o 1+ 2- 4o   15o      8 0.5
020709  3o 2+ 3- 3-  2+ 3o 3o 3-   22-     12 0.7
020710  2o 2- 2+ 2-  2- 1+ 2+ 2o   15o      7 0.3
020711  1+ 0+ 1- 1o  2- 1o 2o 3-   11- Q8   5 0.2
020712  2o 3- 3o 5-  4o 4o 3o 2o   25+ D4* 19 1.0
020713  2o 2o 1+ 1+  2- 2- 2- 1o   13- Q7   6 0.3
020714  0+ 0+ 1- 1-  0+ 1- 1- 0+    4o Q1   2 0.0
020715  1- 0+ 1+ 1-  1o 1+ 2- 1+    8+ Q3   4 0.1
020716  2- 2o 1+ 2-  3- 3o 4o 3+   20-     12 0.7
020717  3- 4- 3o 2+  2+ 5o 4o 3o   26o D2  20 1.0
020718  3- 2- 2- 2-  1- 0+ 0+ 0+    9+ Q6   5 0.2
020719  0+ 1- 0+ 3+  2o 3+ 2- 4o   16-     10 0.6
020720  4+ 4+ 3- 2o  2- 2+ 3o 4o   24+     18 1.0
020721  4+ 5- 3+ 1+  4- 4- 3+ 1o   25+ D3  20 1.0
020722  2+ 2+ 4o 4-  3+ 3o 3- 3o   24+     16 0.9
020723  4- 2o 2+ 2o  3- 3+ 4- 5-   24+     17 0.9
020724  3- 2o 2- 2-  2o 1o 2o 1+   14+ Q0A  7 0.3
020725  2+ 2+ 2- 3-  3- 3- 3o 4-   21o     12 0.7
020726  3+ 3- 2o 3-  2o 3o 3- 3o   21+     12 0.7
020727  4- 3o 2+ 3+  4o 3+ 3o 3o   26- D5* 17 0.9
020728  4- 3o 2+ 2-  2o 3- 2o 2o   19+     11 0.6
020729  2- 2+ 2o 1o  4+ 3o 2- 1+   17+     10 0.6
020730  1+ 1+ 1o 1-  1o 2o 3o 2+   13- Q9K  6 0.3
020731  2- 1o 1- 2o  2+ 3o 2o 1o   14-      7 0.3
020801  1- 3+ 3+ 4o  5+ 4o 3o 5-   28+     25 1.2
020802  6o 6o 4- 2+  4+ 4- 4o 6-   36-     42 1.5
020803  5- 3- 3+ 3-  2o 2o 3- 2o   22o     14 0.8
020804  3+ 4+ 3+ 3-  1+ 2- 2+ 1-   20-     13 0.7
020805  1o 1+ 1o 1o  1- 1o 1+ 2o    9+      4 0.2
020806  2o 1+ 1- 1-  1+ 0+ 0+ 1-    7+      4 0.1
020807  2o 1o 1o 1o  1- 1+ 1+ 1-    9o      4 0.2
020808  1o 2- 0+ 1o  2- 1+ 2+ 3o   12+      6 0.3
020809  2- 1o 2o 2-  4o 3+ 4- 3+   21-     14 0.8
020810  4- 5- 2o 3-  3+ 2o 2- 3-   23-     15 0.9
020811  1- 1+ 2- 3-  4+ 4- 3+ 2+   20o     13 0.8
020812  3o 3o 3- 3-  3o 2- 2o 3-   21-     12 0.7
020813  3o 3o 2o 2-  1+ 1o 2o 2o   16o      8 0.4
020814  2- 2- 2o 2o  4- 4- 3- 3o   20+     12 0.7
020815  2o 2- 2+ 3+  3o 3+ 5+ 5o   26o     22 1.1
020816  3- 2+ 4+ 2+  3- 2- 1+ 1o   18+     11 0.6
020817  1- 3o 3+ 1+  2o 1+ 2o 2o   16-      8 0.5
020818  3+ 3- 1+ 1+  2o 2- 5+ 5+   23o     21 1.1
020819  4+ 4o 5o 4o  3+ 3o 4- 5o   32+ D3  30 1.3
020820  3+ 4o 2- 2-  1+ 3+ 6- 6+   27+ D4  30 1.3
020821  5+ 5+ 5+ 3o  4o 3- 3o 3o   32- D2  32 1.3
020822  3o 3- 3- 1o  1o 1+ 2- 1o   14+ Q9A  8 0.4
020823  1o 1+ 2- 2-  1o 1+ 3- 3-   13+ Q7A  7 0.3
020824  2o 1o 1o 1o  1+ 1o 1- 1-    9- Q2   4 0.1
020825  2- 1o 2- 1+  1o 1- 1- 2+   10+ Q5   5 0.2
020826  2o 2o 2- 3+  4- 5- 3+ 3o   24-     16 0.9
020827  3- 4- 2+ 3-  3- 3- 2o 3+   22o     13 0.7
020828  2o 2- 2o 1+  1+ 2- 2+ 2+   15- Q8A  7 0.3
020829  3o 1o 1- 1+  3o 3o 2- 1+   15o      8 0.5
020830  1o 3- 3o 2-  3- 2- 2+ 0+   15+      8 0.4
020831  1- 1+ 2- 2+  2o 1+ 2- 3+   14+ Q0A  7 0.4
020901  4- 2+ 2o 2-  2- 1+ 2o 4o   19-     11 0.6
020902  3+ 2+ 2- 3o  2o 1o 1- 1-   15-      8 0.4
020903  0+ 1- 1- 2+  1+ 1- 3+ 3-   12o      7 0.3
020904  4+ 6+ 4+ 5o  5- 5- 5- 3-   37- D2  42 1.5
020905  2o 3+ 2- 2-  2- 2- 1+ 1+   15-      7 0.4
020906  2- 2o 2+ 2o  3- 1+ 1+ 1+   15-      7 0.4
020907  2o 3+ 3o 2-  3- 7- 7+ 7o   34- D1  57 1.7
020908  7+ 6- 3+ 2-  1- 2o 3o 4-   27+ D3  36 1.4
020909  2- 1- 0+ 1-  2- 2o 3+ 4o   14+      9 0.5
020910  4- 2+ 2- 3o  4o 5- 4+ 5-   28+     24 1.1
020911  2+ 2+ 4o 5o  3o 5- 4- 5-   30- D5  26 1.2
020912  3+ 3o 3- 3o  3+ 3- 3o 2o   23o     14 0.8
020913  3+ 3o 3o 3o  2- 1+ 2o 1+   19-     11 0.6
020914  3- 3o 2+ 2+  2- 1+ 1+ 1-   15+      8 0.4
020915  2- 1o 1+ 2-  1+ 2- 2+ 2o   13o Q0   6 0.3
020916  1o 1o 1+ 2-  3o 1+ 1+ 0+   11o Q8K  6 0.3
020917  0+ 3- 2o 3o  3- 3- 3- 3o   19o     11 0.6
020918  4- 3- 2+ 3+  4- 3- 2o 3-   23o     14 0.8
020919  3- 1+ 2o 3o  4- 5- 2o 3o   22+     15 0.9
020920  2o 2- 1o 1-  0+ 1- 0+ 1+    8o Q5   4 0.1
020921  2- 1o 1o 2o  2+ 3- 1o 1-   12+      6 0.3
020922  2o 1+ 2o 1-  2o 3- 2- 1+   14-      6 0.3
020923  1o 0+ 1- 0o  0o 1- 1- 0o    3+ Q1   2 0.0
020924  0o 0o 0+ 1+  1+ 0+ 1o 0+    5- Q3   2 0.0
020925  0o 0o 0o 0+  1+ 1o 0+ 1o    4o Q2   2 0.0
020926  2- 1- 1o 1o  1- 1+ 2- 3-   11- Q7   5 0.2
020927  3o 1+ 0+ 1+  2- 2- 1- 2-   12- Q9K  6 0.3
020928  2o 1+ 1o 1-  0+ 1+ 2- 1+   10- Q6   5 0.2
020929  0+ 1- 1o 0+  1+ 1o 1- 2-    7o Q4   4 0.1
020930  2- 4- 4o 5o  5o 3+ 3+ 5-   31- D4  28 1.2
021001  2- 3- 5- 6-  7- 7+ 5- 7-   40o D3  67 1.7
021002  7o 7+ 5+ 4-  3- 3+ 3- 3+   35+ D5  53 1.6
021003  6o 3- 4- 3o  4- 5o 6+ 6-   36o     45 1.5
021004  7+ 6- 6o 5-  4o 4- 6+ 4+   42o D2  64 1.7
021005  4+ 4+ 3- 3+  5- 5+ 3+ 3o   31o     28 1.2
021006  2- 3+ 4- 3o  1+ 2- 4- 4o   22+     15 0.9
021007  3+ 5+ 6- 4-  5o 5- 6- 6-   39o D4  48 1.6
021008  5- 6o 4+ 4o  4o 4+ 3+ 2+   33o     33 1.3
021009  1o 3o 4+ 3+  4- 4o 4- 3+   26+     20 1.0
021010  3o 4- 4o 4o  2+ 2o 1+ 3o   23+     16 0.9
021011  1+ 2o 2o 2-  2o 2- 1o 2-   13+ Q3   6 0.3
021012  2- 1o 1+ 2+  2- 2o 1- 2-   12+ Q2   6 0.3
021013  1+ 2- 2- 1o  1o 1o 2- 2-   11o Q1   5 0.2
021014  3- 4- 5- 3+  5- 4- 3o 3o   29-     23 1.1
021015  3- 3+ 3- 4o  3- 4o 4- 3-   26-     18 1.0
021016  3+ 2- 2- 2+  3- 3o 6- 3o   23+     18 1.0
021017  4- 3+ 3- 2-  3o 2o 2+ 3-   21+ Q8A 13 0.7
021018  3+ 3+ 2+ 2o  3o 3o 3- 3o   23- Q0A 14 0.8
021019  3- 3+ 3- 2o  2o 2+ 4- 4-   22+ Q9A 14 0.8
021020  3o 3+ 2- 2+  3- 2- 2- 3-   19o Q6A 10 0.6
021021  2o 3- 3- 2-  2o 2o 2- 2o   17- Q4A  8 0.4
021022  3o 2- 2- 4-  2+ 2- 3- 1o   18- Q5A 10 0.6
021023  1o 1o 2o 2o  3o 3+ 3o 3+   19- Q7A 11 0.6
021024  5o 6- 4+ 6o  6o 6+ 6- 5-   44- D1  63 1.7
021025  6o 5o 5o 4+  5- 3o 3+ 4+   36-     39 1.4
021026  4o 4o 4- 5-  4o 4o 4+ 3o   32-     27 1.2
021027  3o 4o 4- 3-  4- 4o 4o 5o   30o     25 1.2
021028  5- 4- 3+ 3+  3o 2+ 3+ 3-   26+     19 1.0
021029  3+ 3- 3o 4-  3- 2- 3o 3o   23o     14 0.8
021030  2o 3- 5o 3-  2o 2+ 3+ 3o   23o     16 0.9
021031  4o 3+ 3o 3+  4o 4o 3+ 2o   27o     20 1.0
021101  2o 1+ 2o 2-  1o 2+ 2o 2+   15- Q4A  7 0.3
021102  5- 3o 3+ 4o  4- 4- 5o 4+   32- D3  28 1.2
021103  4- 5- 4o 4o  4+ 5+ 5- 5-   35+ D2  35 1.4
021104  4o 4o 4- 3+  3- 4o 3o 5-   29+     23 1.1
021105  3+ 5- 4- 4o  4o 3+ 3o 4-   30- D5  24 1.1
021106  4o 3+ 3+ 3+  3+ 3+ 4+ 4-   29-     21 1.1
021107  4- 3+ 2+ 3o  2+ 3- 3- 2-   22-     13 0.7
021108  1o 1+ 1+ 2-  1+ 1- 2o 0+   10- Q1   5 0.2
021109  1- 0o 1o 1-  1- 2- 3- 3o   10+ Q2K  6 0.3
021110  4- 4+ 5o 2-  2o 2o 2- 2+   23-     17 0.9
021111  2o 2o 3o 3+  4- 1+ 2+ 3-   20+ Q9A 12 0.7
021112  2o 3- 2+ 4o  3+ 2- 4o 4o   24o     17 0.9
021113  4o 4- 2+ 3-  3o 2- 2- 2o   21o     13 0.7
021114  3o 2o 1+ 2-  2o 3- 2o 2o   17- Q6A  8 0.4
021115  3o 3- 3- 3o  2+ 2o 2+ 3o   21o Q8A 12 0.7
021116  3o 1+ 1o 0+  1o 1- 2- 3+   12+ Q3A  7 0.4
021117  4- 2+ 1o 0+  1- 2- 1o 2o   13- Q5A  7 0.4
021118  3o 2o 2- 1+  2+ 2o 3o 3o   18+ Q7A 10 0.6
021119  3o 3+ 3+ 2o  2o 2- 3+ 4o   23-     14 0.8
021120  3+ 3- 1+ 2+  1o 4o 6o 5o   26-     25 1.2
021121  4+ 5+ 7- 5+  5- 4+ 5- 4+   40- D1  50 1.6
021122  5- 4- 3+ 4-  5- 4o 3o 4-   31- D4  26 1.2
021123  4o 4+ 3o 3-  3- 3+ 3- 2o   25-     17 0.9
021124  3o 3+ 3- 3o  2+ 4- 3o 3o   24o     15 0.9
021125  3- 3- 3o 3+  3+ 4- 2o 3+   24o     15 0.9
021126  3o 2+ 1o 1+  2o 2- 2+ 5o   19- Q0A 13 0.7
021127  5o 5o 4+ 3-  3+ 2o 3- 3-   28-     24 1.1
021128  3- 3o 3o 2-  3- 3o 3+ 2o   21+     12 0.7
021129  3- 2+ 3o 2o  3- 3+ 3+ 3+   23-     14 0.8
021130  3+ 4- 4- 3o  3o 3- 2+ 3o   25-     16 0.9
021201  4- 3+ 3o 3+  3+ 4- 2+ 4-   26+     18 1.0
021202  3- 3- 3- 3-  2o 3+ 3o 3o   22o     13 0.7
021203  3- 3o 2o 3-  3o 2o 3- 2-   20-     11 0.6
021204  2- 2o 3- 2o  2+ 4- 4- 3-   21-     12 0.7
021205  3o 3- 2+ 2o  2o 2o 2- 2-   17+      9 0.5
021206  2- 2+ 2- 2+  1o 3o 2+ 3o   17+      9 0.5
021207  4- 3o 3o 4-  3+ 3o 3+ 3+   26+     18 1.0
021208  2o 4o 2o 1+  3- 3+ 3- 2+   20+     12 0.7
021209  3o 1- 1- 1o  1+ 2- 1o 1+   11-      6 0.3
021210  2+ 1o 1o 1o  0+ 1o 1+ 2o   10o      5 0.2
021211  0+ 1+ 2- 2-  1+ 1o 1o 1-    9o      4 0.2
021212  1+ 1+ 1- 1o  1+ 1+ 1+ 1+   10-      5 0.2
021213  2- 1+ 0+ 1-  1o 1+ 1+ 2-    9+      4 0.2
021214  2o 2o 2o 2+  2+ 4o 4- 3+   22-     13 0.8
021215  3+ 2o 1+ 2-  2+ 1+ 2o 2-   16-      8 0.4
021216  2- 1+ 2- 2-  1+ 1o 1- 2-   11o Q7   5 0.2
021217  2o 1o 0+ 0o  0+ 0+ 1- 1-    5+ Q2   3 0.1
021218  1- 1- 1- 0+  1+ 1- 0+ 1-    5+ Q1   3 0.1
021219  3- 4- 4+ 4+  4+ 4o 5- 2o   30o D2  25 1.2
021220  3+ 4o 2o 2+  3+ 3+ 4+ 5-   27+ D4  21 1.1
021221  5o 6- 3- 2-  2o 3o 2- 2+   24o     21 1.1
