040801  4- 2+ 1o 1o  1+ 1o 2- 2o   14o      8 0.4
040802  1o 1+ 2o 2-  1o 0+ 1- 3-   11-      5 0.2
040803  1+ 1+ 0+ 0+  1- 0o 0o 0+    4+      2 0.0
040804  0o 0+ 1- 1-  1+ 1- 0+ 0+    4+      2 0.0
040805  0o 1- 1- 1o  1+ 1o 2- 3-    9o      5 0.2
040806  3- 1- 0+ 0o  0+ 0+ 2- 2+    8+      4 0.2
040807  3- 3- 4- 3o  3+ 2- 2- 3-   21+     13 0.7
040808  1o 1o 1- 0+  0+ 0+ 0+ 0+    4+      3 0.0
040809  2- 2- 3+ 2-  1+ 3o 4+ 4+   21+     15 0.8
040810  4o 2- 1+ 2-  4- 4- 4- 3+   23o     16 0.9
040811  2+ 1+ 2+ 3o  2+ 2+ 3o 2+   19o     10 0.6
040812  3o 2o 1+ 1+  2- 1+ 1o 2o   14-      7 0.3
040813  2o 1+ 1o 1-  1o 1+ 2+ 3-   12+      6 0.3
040814  2o 2- 2o 2o  1+ 1+ 2- 1+   13+      6 0.3
040815  1- 0+ 0+ 1-  2+ 0o 0+ 0+    5o      3 0.1
040816  0+ 1- 0+ 1o  2o 2o 2- 2o   10o Q0   5 0.2
040817  3o 1+ 0+ 1+  2+ 2+ 4- 3o   17+     10 0.6
040818  2o 2+ 3o 2-  2o 2- 2- 3-   17o      8 0.5
040819  1+ 1- 0+ 1o  1o 2- 1o 2-    9- Q6   4 0.1
040820  3o 3o 2+ 4-  3+ 3+ 2+ 3o   24o D5* 15 0.9
040821  3+ 4- 4o 3-  2- 2+ 3o 4-   24+ D3* 16 0.9
040822  3o 2+ 3- 3+  2+ 3- 3- 2+   21+     12 0.7
040823  2o 1+ 1+ 1o  1o 1+ 1o 1-   10- Q8   5 0.2
040824  1+ 0+ 1- 1o  1- 1o 1- 0o    6- Q3   3 0.1
040825  0+ 1+ 1- 1+  1+ 1+ 1o 1-    8o Q5   4 0.1
040826  1- 0+ 1- 1-  1+ 2- 2- 2+    9+ Q9   5 0.2
040827  2- 1o 1o 0+  1+ 2- 3- 2o   12-      6 0.3
040828  2- 2+ 3+ 2o  1- 1o 1+ 1+   14-      7 0.4
040829  2- 2- 0+ 2-  1+ 1+ 1+ 2-   11o      5 0.2
040830  2+ 2o 3+ 4o  4o 6- 5o 7o   33+ D1  42 1.5
040831  5+ 5- 5o 3o  3+ 3o 3+ 3-   30+ D2  28 1.2
040901  2+ 2- 2- 1+  2- 2- 2o 2+   15-      7 0.3
040902  2+ 2- 2o 2-  1- 1o 1o 1+   12-      6 0.2
040903  1+ 1- 0+ 0+  0+ 1- 1- 0o    4+ Q5   2 0.0
040904  0+ 0o 1- 1o  1- 0o 0+ 1o    4o Q3   2 0.0
040905  1o 0+ 1+ 1+  2- 3- 3+ 1o   13-      7 0.4
040906  3- 2- 3o 3+  3- 4- 2o 4-   23- D5* 14 0.8
040907  3+ 3o 3o 3-  2+ 2- 2o 1+   19+     11 0.6
040908  3- 3o 3- 1+  2- 1- 0+ 0+   13-      7 0.4
040909  0o 1+ 0+ 1-  1o 0+ 1o 2o    7- Q9   3 0.1
040910  1- 1- 1- 1o  1- 0o 0o 0o    4- Q2   2 0.0
040911  0o 0o 0o 0+  1- 1o 1- 1-    3+ Q1   2 0.0
040912  1o 1- 0o 0o  0+ 1+ 0o 0+    4- Q4   2 0.0
040913  0o 0o 0o 0+  0o 0+ 4+ 4+    9+      8 0.5
040914  3+ 5- 4+ 4o  4o 4o 5+ 4o   34- D1  32 1.3
040915  5- 3o 2- 2-  3+ 3o 2o 2+   22-     14 0.8
040916  3+ 3o 4- 3-  4- 3+ 4- 4-   27o D3* 19 1.0
040917  5- 4o 4- 3o  3o 3- 3- 4o   28- D2  21 1.1
040918  5- 5o 2- 3o  2+ 1- 0+ 0o   18-     15 0.9
040919  1- 0o 1- 1-  1- 1+ 1+ 3o    8+      5 0.2
040920  3- 1+ 5- 3o  3- 2o 0+ 2-   18+     12 0.7
040921  3- 3o 2+ 1+  2- 1+ 1o 1+   15-      8 0.4
040922  1- 1o 3- 3-  4+ 4o 4- 3+   22+ D4* 16 0.9
040923  4+ 4+ 2o 1+  1+ 1o 1+ 2o   18-     12 0.7
040924  2+ 2o 1o 2-  1- 2- 1o 1+   12-      6 0.2
040925  0o 1- 0+ 2-  1+ 1o 1o 0+    6+ Q8   3 0.1
040926  1o 0+ 1o 0o  0o 0+ 2- 1+    6- Q7   3 0.1
040927  1- 0+ 0o 1o  2o 2o 2- 0+    8o Q0   4 0.1
040928  1+ 3- 3- 1o  0+ 1- 1+ 3-   13-      7 0.3
040929  1+ 0o 1- 1-  1+ 1o 1+ 2+    9-      4 0.1
040930  2- 0+ 0+ 0o  1- 0+ 1o 0+    5- Q6   3 0.0
041001  0o 1- 1- 1-  0+ 1- 2- 1+    6o Q6   3 0.1
041002  2- 3- 3- 3+  3+ 2o 2o 2o   20-     11 0.6
041003  1o 1o 2o 3-  4- 3- 2+ 4o   19+     12 0.7
041004  4- 3+ 2o 2+  2o 2- 3o 2+   20+ D5* 12 0.7
041005  2o 2- 1+ 0o  0o 0+ 1- 2-    8-      4 0.1
041006  1o 2- 1+ 1o  0o 0o 0+ 0+    6- Q7   3 0.1
041007  1- 1o 0+ 0+  0+ 0o 0o 0+    3o Q3   2 0.0
041008  0o 1o 2- 1o  2o 2+ 1o 2o   11o      5 0.2
041009  3+ 1+ 1- 1-  1o 1- 1- 1o    9+      5 0.2
041010  3o 3+ 1o 2-  2o 1- 1+ 2o   15o      8 0.4
041011  2+ 4- 2+ 1+  2+ 2+ 2- 3+   19+     11 0.6
041012  3o 3- 2+ 2+  1- 1- 1- 3+   16-      9 0.5
041013  4+ 5o 5o 3+  5o 4o 4o 3+   34o D1  33 1.3
041014  3+ 4- 4- 4o  4+ 4o 4- 2+   29o D2  22 1.1
041015  2+ 3o 1+ 2o  2- 2o 2+ 2o   17-      8 0.4
041016  3- 2- 1o 1-  1- 0o 0o 1-    7+      4 0.1
041017  0o 0+ 1- 0+  0+ 0+ 0o 0+    2+ Q1   2 0.0
041018  0o 0o 0o 0+  1- 1+ 2+ 1+    6o Q0   3 0.1
041019  0+ 1- 0+ 0+  1+ 2- 1- 2-    7o Q9   4 0.1
041020  2- 3o 3- 1+  3+ 4- 1o 3o   20-     12 0.7
041021  3o 3+ 3- 2-  1- 0+ 1+ 1+   14+      8 0.4
041022  3- 2o 1o 1+  1o 2- 2- 1-   12o      6 0.3
041023  0o 0o 0o 1-  0+ 1- 1- 2-    4o Q5   2 0.0
041024  2- 1- 0+ 1o  2- 3- 4- 2+   14o      8 0.4
041025  3- 3+ 3+ 3+  2+ 2+ 1+ 2-   20+     12 0.7
041026  1o 1- 0o 0+  0+ 0o 0o 0o    2+ Q2   1 0.0
041027  0o 0o 0+ 0+  2- 2- 1o 1+    6+ Q8   3 0.1
041028  1+ 1- 0o 0+  0o 0+ 1- 1o    4+ Q4   2 0.0
041029  0o 0o 1- 2-  3o 2o 3o 2-   12o      6 0.3
041030  4o 4- 3- 3o  2+ 3o 2+ 4o   25o D3* 17 0.9
041031  3- 2o 1+ 3-  3- 3+ 3o 3o   21- D4* 12 0.7
041101  3o 1- 1- 1+  2o 1+ 0o 1+   10+      5 0.2
041102  1+ 0o 1o 1o  1+ 2- 2- 1o    9o      4 0.1
041103  1- 0+ 1- 2+  1+ 3- 3+ 4+   16-     10 0.6
041104  2o 3o 2+ 1+  1o 2o 2o 3-   16+      8 0.4
041105  3o 1o 0o 1-  0o 0+ 1- 0o    6-      3 0.1
041106  0o 0o 0o 0+  0+ 0o 1- 0o    1+      1 0.0
041107  2- 3o 1- 3+  3o 5- 6+ 8o   31-     50 1.6
041108  9- 9- 8+ 7o  5o 3- 4+ 5+   50o    140 1.9
041109  6- 6o 5o 6o  7o 7- 9- 7o   52o    119 1.9
041110  8- 8+ 9- 8+  7+ 6+ 5+ 4+   56+    161 2.0
041111  4o 5o 4o 4-  2+ 3- 2+ 4+   28+     23 1.1
041112  5- 5- 4o 4+  3+ 4o 4+ 4o   33+     30 1.3
041113  2+ 2o 2+ 2-  1+ 2o 1- 2+   15-      7 0.3
041114  4o 3- 2o 1+  1o 1+ 1o 0+   14-      8 0.4
041115  0+ 0+ 1- 0o  0+ 0+ 0o 0+    2+      2 0.0
041116  0o 1- 2+ 2+  2+ 3- 2o 2+   15-      7 0.4
041117  1+ 2- 3o 2+  0+ 0+ 0+ 1-   10o Q8K  6 0.2
041118  1o 0+ 0o 0o  0+ 1- 0+ 0o    3- Q3   2 0.0
041119  0o 2- 1- 0o  0o 1o 2- 2+    7+ Q6   4 0.1
041120  3+ 4- 3- 4o  4- 4- 4- 3-   27+     20 1.0
041121  2+ 2+ 3o 4-  4- 4o 3o 3o   25o     17 0.9
041122  2o 3- 3o 2+  1o 1o 1+ 1+   15-      8 0.4
041123  2+ 1o 1- 2-  1- 2- 2- 2+   12o Q9   6 0.3
041124  3o 2o 2o 2+  2o 1+ 1+ 3-   17-      8 0.5
041125  4o 4+ 3o 3-  4o 3- 3+ 3o   27o     20 1.0
041126  3- 3o 3- 2+  2- 3- 2o 4-   21-     12 0.7
041127  2- 1+ 2+ 2o  2o 4- 3o 3o   19o     11 0.6
041128  4- 3o 3+ 2-  2o 3- 3- 3-   22-     13 0.7
041129  3o 3o 3+ 3o  3- 3o 3+ 4o   25+     17 0.9
041130  4o 4o 3o 2o  2+ 3- 4o 3+   25+     18 1.0
041201  2o 3o 4o 3-  1o 2o 1+ 3-   19-     11 0.6
041202  2- 1o 1o 0+  0+ 1+ 1+ 0+    7+      4 0.1
041203  1- 0+ 0+ 0+  1- 1- 1o 1o    5o      3 0.1
041204  0o 0o 0o 0o  0o 0o 0o 0o    0o      0 0.0
041205  0+ 1o 4+ 2o  2- 2o 2- 2-   15-      9 0.5
041206  2+ 3+ 4o 3o  4+ 4- 4- 4o   28+     22 1.1
041207  3o 3o 3o 2+  3o 3- 4- 3o   24-     15 0.8
041208  3- 3o 3- 2-  2+ 2+ 2o 3+   20o     11 0.6
041209  3- 1- 1o 2+  2o 2o 2+ 2+   15+      8 0.4
041210  2o 2+ 2o 2o  3- 3o 2+ 3o   19+     10 0.6
041211  1- 1+ 3- 1o  4+ 3+ 3+ 4o   21-     15 0.8
041212  5- 4o 4o 4o  3o 5+ 3+ 3o   31+     28 1.2
041213  4+ 4- 3- 1+  1- 1o 0+ 0+   14+     10 0.6
041214  0+ 1o 2+ 2+  2+ 1+ 2+ 2o   14o      7 0.3
041215  2+ 2o 2o 0o  1- 2+ 1+ 2o   13-      6 0.3
041216  2o 3+ 2+ 0+  3- 2+ 4- 4o   21-     13 0.8
041217  3+ 4o 3+ 3o  2+ 3+ 2+ 3+   25o     16 0.9
041218  4+ 4- 2+ 2o  3o 2o 2o 1-   20o     13 0.7
041219  1+ 1- 1o 1-  0o 0o 1- 1-    5o Q3   3 0.0
041220  2+ 1- 1o 1o  1o 0+ 1- 1+    8+ Q6   4 0.1
041221  2o 1- 3o 4+  2- 3- 3- 3-   20-     12 0.7
041222  3+ 4+ 4+ 4+  3o 3- 2o 2+   26+ D3  20 1.0
041223  2+ 1+ 1+ 1o  1+ 2+ 2- 2+   14- Q8   6 0.3
041224  1- 0o 0+ 0+  1o 2o 1- 1+    6+ Q5   3 0.1
041225  4- 4o 4o 2+  1+ 2- 2+ 2+   22-     14 0.8
041226  3- 3- 2o 2o  2- 3o 3o 3-   20-     11 0.6
041227  2o 2+ 3- 1+  1o 1o 3- 3-   16-      8 0.4
041228  2+ 2+ 2o 2+  2+ 3+ 5- 4+   24- D5* 16 0.9
041229  4+ 4- 3- 3o  3+ 3- 1o 3o   24-     16 0.9
041230  3- 3+ 5- 3o  4- 4- 2o 3-   26- D4* 18 1.0
041231  3- 2o 2- 2o  2o 1+ 1- 2o   14+ Q0A  7 0.3
050101  2- 3+ 3o 2+  3o 3+ 4+ 4o   25o     18 1.0
050102  4+ 5- 5- 4o  3+ 6- 3+ 5+   35+ D5  37 1.4
050103  4- 4- 3- 4-  4o 4- 3o 2+   27-     19 1.0
050104  4+ 4+ 3+ 3o  5- 4+ 3+ 3+   31-     26 1.2
050105  4o 3+ 4- 3+  3+ 3+ 2o 2+   25+     17 0.9
050106  2o 0+ 0+ 0+  1- 1- 3- 1+    8+ Q5   4 0.2
050107  0+ 0o 0o 2-  5o 5+ 4o 8-   24o     40 1.4
050108  7o 6- 4o 4-  3+ 2o 2o 2+   30o     36 1.4
050109  1o 1o 0+ 3o  1- 0+ 1o 0o    7+ Q4K  4 0.1
050110  1- 1o 1o 1o  1+ 2+ 2+ 3-   12+ Q6   6 0.3
050111  2o 3o 4- 2+  1+ 3+ 2o 4o   22- Q9A 14 0.8
050112  4+ 5+ 4o 4+  5- 4o 4o 3+   34o     32 1.3
050113  3- 4- 3- 2o  2+ 3+ 4- 3o   23+ Q0A 15 0.8
050114  3- 3- 2+ 1+  1+ 1+ 4+ 5o   21o     16 0.9
050115  4- 4+ 4o 3o  3o 3+ 3- 2-   26-     18 1.0
050116  3+ 2+ 3- 3-  3+ 3+ 3o 4o   25-     16 0.9
050117  5o 4+ 4o 6o  6+ 6+ 5o 5-   42- D2  58 1.7
050118  7o 6- 8- 6-  5+ 5+ 5o 6-   47+ D1  84 1.8
050119  6+ 6o 7- 6o  5+ 4o 2+ 4-   40+ D4  60 1.7
050120  2+ 2o 2o 3o  4o 5- 3o 3o   24o     17 0.9
050121  3+ 2o 2+ 2+  3- 7- 8o 7+   35- D3  66 1.7
050122  6- 6o 4- 3-  4- 3+ 4o 3o   32o     33 1.3
050123  4- 4- 3+ 3-  3+ 4o 3- 3+   27-     19 1.0
050124  3o 2- 2- 2o  3o 3o 2o 2-   18o Q8A 10 0.5
050125  1o 0+ 1o 1o  1- 1o 2- 1o    8- Q3   4 0.1
050126  1- 0+ 0+ 1-  1- 0+ 1- 1-    4+ Q1   3 0.0
050127  0+ 0o 0+ 0+  0o 1- 1o 1+    4o Q2   2 0.0
050128  2+ 2- 1- 1-  1- 1- 3- 3-   12o Q7K  6 0.3
050129  3+ 2o 3o 4o  3+ 3o 4o 4+   27o     20 1.0
050130  4o 4+ 3o 3+  3o 3- 2o 2o   24+     17 0.9
050131  3+ 3- 3o 4-  5- 4o 3o 1-   25o     19 1.0
050201  3o 0+ 1- 2-  1+ 2- 1- 1o   10+ Q9K  6 0.2
050202  1- 2+ 2o 2-  2- 3o 3+ 1+   16o      9 0.5
050203  2o 4o 3+ 2o  1o 1+ 1o 1-   15+      9 0.5
050204  0o 0o 0+ 2-  1+ 2- 1- 1-    6+ Q3   3 0.1
050205  0+ 1- 1o 0+  1o 0o 0+ 0o    4- Q1   2 0.0
050206  1o 3- 3+ 2-  1o 1+ 3- 3o   17-     10 0.5
050207  3o 3+ 2+ 3o  5- 4- 6- 5+   31o D3  30 1.3
050208  4o 5+ 4- 3+  4- 4+ 5o 4+   34- D2  32 1.3
050209  3+ 4+ 5- 4o  4- 3+ 4- 4-   31- D4  25 1.2
050210  4- 4- 4- 3+  4o 3o 4o 3-   28o D5  21 1.1
050211  3- 3- 2+ 3+  2+ 1+ 3o 3o   21-     12 0.7
050212  2o 2+ 1+ 0+  1- 1- 2- 0o    9o Q7   4 0.2
050213  2- 1o 1- 1-  0+ 1- 2o 0+    7+ Q5   4 0.1
050214  1- 2+ 1+ 1o  1+ 1- 2o 2o   11+ Q0   5 0.2
050215  1- 1o 2- 0+  0+ 0+ 1+ 1+    7o Q4   4 0.1
050216  3o 2o 1+ 2+  3+ 4- 3+ 3+   22+     14 0.8
050217  2- 2o 0o 1+  1o 1+ 1- 4-   12-      6 0.3
050218  6+ 5- 5- 3o  4- 4+ 2+ 2o   31o D1  32 1.3
050219  1+ 2o 3+ 4o  4- 3+ 3o 3-   23+     16 0.9
050220  4o 3+ 3o 0+  1+ 3o 3o 3o   21o     14 0.8
050221  3o 3- 1+ 1o  1o 1- 0+ 1o   11o      6 0.3
050222  0+ 1o 0o 0+  1o 2- 2- 2-    8- Q6   4 0.1
050223  1+ 0+ 1+ 1-  1- 0+ 1+ 1-    7- Q2   4 0.1
050224  0o 0+ 1+ 1+  3o 1+ 1o 1+   10- Q8K  5 0.2
050225  1o 1+ 2o 2+  2o 3+ 3+ 2o   17+      9 0.5
050226  3o 2+ 2+ 2+  3o 3- 2+ 2-   20-     10 0.6
050227  0+ 3- 3- 1o  3o 2- 2- 1+   14+      8 0.4
050228  2o 3- 3o 3+  3- 2+ 2o 4-   22-     13 0.7
050301  2+ 2+ 3+ 3+  1+ 2o 2- 3+   20-     11 0.6
050302  4- 3o 3o 3+  3o 3+ 1+ 1+   22o     14 0.8
050303  1+ 1o 1- 0+  1+ 1+ 2o 1-    9-      4 0.1
050304  1- 0o 0+ 0+  0+ 1- 1o 0+    4-      2 0.0
050305  1+ 3- 2+ 1+  2o 2+ 3o 4o   19o     11 0.6
050306  5+ 4- 4+ 4o  3o 5o 5- 5+   35+     37 1.4
050307  5- 4+ 5+ 4+  4o 5- 6- 4o   37o     40 1.4
050308  5- 5+ 4o 3o  3- 4- 4+ 4+   32o     29 1.3
050309  3+ 4+ 3+ 3-  3- 4- 5o 5-   30-     25 1.2
050310  4- 3+ 3o 3-  3- 4- 2+ 1+   23-     14 0.8
050311  2+ 2+ 2- 1o  1o 1- 0o 1+   10+      5 0.2
050312  2- 1- 1o 0o  0+ 1- 0+ 2-    6+      3 0.1
050313  1+ 0o 0o 1-  1- 1+ 2+ 3+   10-      5 0.2
050314  4+ 4o 3- 3o  5- 3- 2o 2+   26-     19 1.0
050315  2o 1o 1o 1-  1- 0o 0+ 2o    8-      4 0.1
050316  1- 0+ 1- 2-  3o 2o 2o 2o   12+      6 0.3
050317  3o 4- 2+ 2+  2- 4+ 2o 1+   21-     13 0.8
050318  1- 1o 1+ 2-  1- 2- 4o 4o   15o     10 0.6
050319  5- 4o 2- 2-  1+ 0o 0+ 1o   15-     11 0.6
050320  0+ 2o 1o 1o  1o 0+ 1o 0+    7o Q4   4 0.1
050321  0+ 0+ 1+ 3+  3+ 2- 1o 1+   13-      8 0.4
050322  0+ 0+ 0+ 0+  1- 1- 1o 2-    5+ Q2   3 0.1
050323  0+ 0o 0+ 0+  2- 1o 2o 2-    7+ Q5   4 0.1
050324  0+ 1- 0+ 1-  3- 1o 2- 2-    9o Q0   5 0.2
050325  2- 4- 4o 3o  4- 4- 3- 4+   27- D5  20 1.0
050326  2- 4- 3+ 4-  4- 3o 3o 2o   24o     16 0.9
050327  2+ 2o 3o 3-  3o 4- 4- 2o   22+     14 0.8
050328  2- 2- 1+ 0+  0+ 0+ 1+ 2-    9- Q7   4 0.1
050329  0o 1o 1- 0+  1- 1+ 1- 3-    7+ Q9   4 0.1
050330  3- 3- 3- 2-  1o 2o 1- 0+   14-      7 0.4
050331  1+ 3o 2+ 1o  1- 3- 3+ 2+   17-      9 0.5
050401  1- 2o 2+ 1o  1o 1o 1+ 1o   10+ Q0   5 0.2
050402  1- 0+ 1- 1o  1- 1+ 0+ 0+    5+ Q6   3 0.1
050403  2o 2- 1- 1o  1- 1o 2- 2o   11-      5 0.2
050404  1+ 2o 2o 3-  3- 4+ 5+ 6o   26+ D5  26 1.2
050405  7o 7- 5o 3+  3+ 3o 3o 5-   36o D1  50 1.6
050406  4- 3- 1+ 2o  2o 3- 2o 3-   19o     10 0.6
050407  3- 2+ 2+ 2o  2- 2- 0o 1-   13+      6 0.3
050408  2+ 0+ 1- 0+  1- 0+ 1o 0+    6o Q8   3 0.1
050409  2- 1- 0o 0+  0+ 0+ 0+ 1+    5o Q7   3 0.0
050410  1o 0+ 0+ 0+  1o 1- 0o 0+    4o Q1   2 0.0
050411  1+ 2- 0o 1-  1o 3o 4o 4o   16-     11 0.6
050412  5o 5o 3+ 3+  4+ 3- 4+ 4+   32+ D3  30 1.3
050413  3- 4+ 4o 4o  4+ 5o 4o 5-   33o D2  30 1.3
050414  3+ 4+ 2+ 2+  3o 3- 3o 3o   24o     16 0.9
050415  3- 3o 2o 2-  3o 3o 3- 4-   22-     13 0.7
050416  3o 1+ 1o 1-  1o 1+ 2o 2-   12o      6 0.3
050417  1+ 2+ 2- 0+  1o 0+ 1- 1-    8+ Q9   4 0.1
050418  1o 3- 2o 1o  2o 2- 1+ 2o   14-      6 0.3
050419  2- 2- 3- 1+  2+ 1+ 1o 2o   14o      7 0.3
050420  2+ 5- 4o 4+  4- 3o 2+ 2-   26o     20 1.0
050421  2- 0+ 1- 0o  0+ 1- 1- 0+    5- Q5   3 0.0
050422  2+ 1+ 1- 1-  3o 2- 3o 2o   15-      8 0.4
050423  1+ 1- 1o 1o  1o 2+ 2+ 2-   11+      6 0.2
050424  3o 3- 2- 1+  2o 2- 2- 2-   16-      8 0.4
050425  2+ 3+ 3- 2-  2o 1o 1o 2-   16-      8 0.4
050426  1- 0o 0+ 1-  1- 0+ 1o 1-    4+ Q3   2 0.0
050427  0o 0o 0o 1o  1+ 0+ 0o 0o    3- Q2   1 0.0
050428  0o 0o 0o 0+  1+ 1+ 1o 0+    4+ Q4   2 0.0
050429  1- 1o 2o 1+  3- 2o 3+ 4-   17-     10 0.5
050430  5o 3+ 3o 3+  4- 4- 3+ 4+   30- D4  24 1.2
050501  4o 5- 4- 3+  4- 3o 4o 2+   29-     22 1.1
050502  2+ 2o 1+ 1+  2+ 2o 2- 2-   15-      7 0.3
050503  3- 2- 1+ 2+  3o 3- 2- 2-   17o      9 0.5
050504  2+ 2+ 1- 0+  1o 1- 1+ 1-    9+      5 0.2
050505  1o 1+ 1o 1+  1o 2- 1- 0+    8+      4 0.1
050506  1o 0o 0o 0+  2o 2- 2o 1+    8+      4 0.1
050507  1+ 1- 0+ 1o  3- 2o 3- 5-   15+     10 0.6
050508  6o 5+ 4- 6o  8+ 8- 5+ 4-   46o     91 1.9
050509  3o 3- 1o 1o  1- 2+ 3- 4-   17o     10 0.6
050510  3- 2o 2+ 1+  2- 1o 2o 2o   15o      7 0.4
050511  1o 0+ 2o 2o  2+ 3+ 4o 4-   19-     12 0.7
050512  2+ 4- 3o 2-  2+ 3o 4- 3+   23o     14 0.8
050513  5- 4o 4o 3-  3+ 4o 3- 2o   27+     21 1.1
050514  2- 1+ 2o 1+  1+ 2- 2+ 1-   12+      6 0.3
050515  6- 6- 8+ 8-  4o 4o 5o 5o   45+     87 1.8
050516  4o 6+ 6o 4o  5o 5- 2- 2+   34o D4  41 1.5
050517  3+ 4+ 4- 2+  2o 4- 2- 3-   24-     16 0.9
050518  3- 2+ 2o 2o  2+ 2+ 0+ 1o   15o      7 0.4
050519  1o 2o 3o 2-  2- 1+ 2o 2o   15-      7 0.4
050520  3- 5- 5o 4o  3+ 3+ 2o 3-   28-     23 1.1
050521  3- 4o 4- 3o  3- 3- 4o 3o   26-     18 1.0
050522  4- 2o 2+ 2+  3- 1- 1o 1+   16o      9 0.5
050523  2- 1- 1- 1-  2+ 1+ 1- 1-    9- Q7   4 0.2
050524  1- 0+ 0o 0+  1o 0+ 1o 2o    6- Q4   3 0.1
050525  1+ 1o 1+ 1o  1- 1+ 0+ 0o    7o Q3   4 0.1
050526  0o 0+ 0+ 0+  0+ 0+ 0+ 0o    2o Q1   2 0.0
050527  0+ 1- 0+ 0+  1o 0o 0o 0o    3- Q2   2 0.0
050528  0+ 2o 1+ 2-  2- 4- 4o 3+   18o     12 0.7
050529  3o 3o 3o 3o  1+ 3o 3o 6-   25o     20 1.0
050530  4o 3+ 6+ 6+  7+ 8- 7- 5-   46+ D1  90 1.8
050531  3+ 4- 3- 3-  3+ 2o 2o 3-   22+     14 0.8
050601  3o 2o 2- 2-  1o 1+ 1o 1-   12+      6 0.3
050602  1o 2- 1o 1+  1+ 1+ 2- 3-   12o      6 0.3
050603  2- 2o 2o 2-  2+ 2- 1o 1-   13o      6 0.3
050604  2- 1+ 2+ 2o  3+ 4+ 6- 4+   25o D5  22 1.1
050605  3+ 3o 4- 3o  2+ 3o 4o 3o   25+     17 0.9
050606  4- 3- 2+ 1-  1- 1o 2o 4-   17-     10 0.6
050607  3o 4- 3o 3o  3o 2+ 2o 2o   22o     13 0.8
050608  2+ 1+ 1+ 1o  1- 0+ 1- 1-    8+ Q6   4 0.1
050609  1- 1- 1- 2-  2o 1o 1o 1+    9o Q8   4 0.2
050610  1- 1- 0o 1-  1- 1- 1- 1-    5- Q2   3 0.0
050611  1+ 1- 1- 1-  1- 1+ 2- 2o    9o Q9   4 0.2
050612  2- 2- 4- 4o  5+ 6o 7+ 6o   36- D2  54 1.6
050613  6o 6- 4+ 3o  4o 3- 3+ 2-   31- D3  32 1.3
050614  2- 2- 2o 2-  2o 1o 5- 3o   18-     11 0.6
050615  3o 4- 4+ 2o  4+ 2+ 2o 1o   23-     16 0.9
050616  1- 2- 3o 5-  5o 5o 4o 3+   27+ D4  26 1.2
050617  5- 3+ 2- 2-  3- 3- 3- 1+   21-     14 0.8
050618  1+ 2o 2o 1+  1+ 1o 2- 1o   12-      5 0.2
050619  1+ 1o 1o 1o  1+ 2- 1- 1+    9+ Q7   4 0.2
050620  1o 1- 1- 1o  1o 1o 0+ 0o    6- Q3   3 0.1
050621  0o 0o 0+ 0o  0o 0+ 1- 1o    2+ Q1   1 0.0
050622  2- 1- 1- 2-  1+ 1o 1+ 3-   11o      6 0.2
050623  4- 5o 7o 5o  6- 4o 5- 3+   38+ D1  50 1.6
050624  3+ 3+ 2- 3o  2+ 1- 0+ 1+   16o     10 0.5
050625  3- 3o 1+ 2-  1+ 3+ 2+ 3o   19-     11 0.6
050626  2+ 2+ 1+ 2o  2- 1+ 1+ 1o   13+      6 0.3
050627  1o 0+ 0o 0+  1+ 1- 2- 1+    7- Q5   3 0.1
050628  1- 1o 1o 0+  1+ 1o 1+ 1-    7+ Q4   4 0.1
050629  2- 1- 1+ 1+  2- 2- 1- 1-   10- Q0   5 0.2
050630  1o 1o 1+ 1+  1+ 2o 2o 2o   12o      6 0.2
050701  2+ 2- 1+ 1-  2o 4+ 4+ 4-   20+     14 0.8
050702  4o 2o 2+ 2+  2- 2+ 3- 3+   21-     12 0.7
050703  3o 2o 2- 2o  2o 1o 1o 2+   15o      7 0.4
050704  1+ 1+ 1o 1o  1- 1o 1- 2-    9- Q7   4 0.1
050705  1o 1o 1o 1+  1+ 0+ 0+ 1o    7+ Q3   4 0.1
050706  1o 1- 1o 1-  1- 1o 1- 1+    7o Q1   4 0.1
050707  1- 1+ 1+ 1o  2o 2+ 1+ 3-   13- Q0   6 0.3
050708  1+ 1o 0+ 1-  1o 1o 1o 1+    8- Q5   4 0.1
050709  2o 2o 3- 4-  5o 4+ 4+ 4+   28+ D4  24 1.2
050710  4o 4+ 4+ 6-  6+ 5+ 6- 6o   42- D1  57 1.7
050711  4- 3+ 4o 3+  3o 3o 5o 2o   27+     21 1.1
050712  5- 5+ 4o 5+  6+ 4+ 2o 1+   33+ D2  40 1.4
050713  2- 3o 5o 5o  5+ 4+ 3+ 4-   31+ D3  31 1.3
050714  1+ 3o 2+ 2-  2o 1o 0+ 1o   13-      6 0.3
050715  0+ 1o 1o 1o  1+ 1o 2o 2-    9+ Q9   4 0.2
050716  3o 2+ 2+ 1o  2- 2+ 2o 2o   17-      8 0.4
050717  3- 2o 3+ 5o  3o 3+ 2+ 5o   27-     22 1.1
050718  4+ 5+ 5+ 2+  2+ 1+ 2o 4-   27-     24 1.2
050719  3- 1+ 2- 1o  1+ 1+ 2- 3o   14o      7 0.4
050720  3o 2+ 2+ 4-  5- 3+ 4o 3+   27-     20 1.0
050721  5o 5o 4o 2+  2- 3- 2+ 3-   26-     21 1.1
050722  3o 2+ 1+ 1+  3o 3+ 3+ 3-   20+     12 0.7
